area;rooms;title;property_id;stratum;offer;garages;baths;price;property_type;location;location_main;new;longitude;latitude;localidadgenerada
140;2;Apartamento en Arriendo;d399e194-b079-4f6a-ade5-a9c0184e57d2;Estrato 5;Arriendo;3;3;4680000;Apartamento;POINT (-74.030340041048 4.703099995248);NoIdentificado;FALSO;-74,03034004;4,703099995;Localidad Usaquén
192;3;Apartamento en Arriendo;2489efef-1bff-4746-95e7-729cb2243317;Estrato 4;Arriendo;1;4;6000000;Apartamento;POINT (-74.0589979 4.6722028);Antiguo country;FALSO;-74,0589979;4,6722028;Localidad Chapinero
20;1;Apartamento en Arriendo;b8cb7d47-8702-47be-8483-7819a9e0ff32;Estrato 5;Arriendo;0;2;2000000;Apartamento;POINT (-74.0618744 4.6868412);NoIdentificado;FALSO;-74,0618744;4,6868412;Localidad Barrios Unidos
258;4;Apartamento en Arriendo;816ad5f8-8de4-46e0-ae4d-ffd827dda2d4;Estrato 6;Arriendo;4;4;18000000;Apartamento;POINT (-74.0447806 4.676930899999999);Chicó Reservado;FALSO;-74,0447806;4,6769309;Localidad Chapinero
275;3;Apartamento en Arriendo;19bdbed6-12a4-48a9-ab7d-c57e3f0356fd;Estrato 6;Arriendo;2;4;11800000;Apartamento;POINT (-74.053053 4.65966);NoIdentificado;FALSO;-74,053053;4,65966;Localidad Chapinero
45;3;Apartamento en Arriendo;c663eba6-20a6-4de2-b58b-0dbd4533627e;Estrato 2;Arriendo;0;2;930000;Apartamento;POINT (-74.1621002 4.6530537);Tintala;FALSO;-74,1621002;4,6530537;Localidad Kennedy
110;2;Apartamento en Arriendo;e2c89404-8953-49de-b79c-45e0aa1aa5af;Estrato 6;Arriendo;2;3;4100000;Apartamento;POINT (-74.0540479 4.6952131);Chicó Navarra;FALSO;-74,0540479;4,6952131;Localidad Usaquén
97;3;Apartamento en Arriendo;00703cf3-3f3e-42f2-a4a8-d8048550b68d;Estrato 6;Arriendo;2;3;2700000;Apartamento;POINT (-74.041 4.708);NoIdentificado;FALSO;-74,041;4,708;Localidad Usaquén
97;3;Apartamento en Arriendo;085ea33f-72d0-4e9b-8443-802c5f9d9e83;Estrato 4;Arriendo;2;2;3800000;Apartamento;POINT (-74.0655894 4.7604467);San jose de bavaria;FALSO;-74,0655894;4,7604467;Localidad Suba
116;2;Apartamento en Arriendo;d6a80ba0-eb37-40df-8dff-36c6cbf769e5;Estrato 6;Arriendo;2;3;5800000;Apartamento;POINT (-74.04808759689332 4.693863648778509);San patricio;FALSO;-74,0480876;4,693863649;Localidad Usaquén
115;3;Apartamento en Arriendo;88dbf6c9-8916-4ce4-9d4e-6213b5c4b526;Estrato 5;Arriendo;2;3;6500000;Apartamento;POINT (-74.04561999908 4.687260000355);NoIdentificado;FALSO;-74,04562;4,68726;Localidad Usaquén
192;3;Apartamento en Arriendo;d90bfdce-71ee-4c8d-940a-eb1db811d7e0;Estrato 6;Arriendo;2;3;7700000;Apartamento;POINT (-74.0431856 4.6784628);NoIdentificado;FALSO;-74,0431856;4,6784628;Localidad Chapinero
70;2;Apartamento en Arriendo;473198a4-b74e-41f8-88da-e3398fe48012;Estrato 6;Arriendo;0;1;5120000;Apartamento;POINT (-74.0576992 4.6625362);NoIdentificado;FALSO;-74,0576992;4,6625362;Localidad Chapinero
176;4;Apartamento en Arriendo;e0889b31-94cb-4910-b98c-bf08a8627a23;Estrato 6;Arriendo;2;3;5000000;Apartamento;POINT (-74.04381001090809 4.694000014427118);NoIdentificado;FALSO;-74,04381001;4,694000014;Localidad Usaquén
75;3;Apartamento en Arriendo;631f5873-2523-42bf-95e0-6acc65fa0208;Estrato 4;Arriendo;1;2;2100000;Apartamento;POINT (-74.051 4.735);NoIdentificado;FALSO;-74,051;4,735;Localidad Suba
91;3;Apartamento en Arriendo;99f05ed4-8f4e-44bb-95da-d800f5dd895d;Estrato 6;Arriendo;2;3;2800000;Apartamento;POINT (-74.04992390424 4.7031907617797);Santa Barbara;FALSO;-74,0499239;4,703190762;Localidad Usaquén
100;3;Apartamento en Arriendo;e8c6c56d-67da-49c6-aa0f-4daeb90d57c9;Estrato 4;Arriendo;0;2;2500000;Apartamento;POINT (-74.0853745 4.693884699999999);NoIdentificado;FALSO;-74,0853745;4,6938847;Localidad Engativá
72;3;Apartamento en Arriendo;fd74ce5a-8edc-4059-898e-1a10e7efd025;Estrato 3;Arriendo;1;2;1800000;Apartamento;POINT (-74.0426833 4.7523892);La uribe;FALSO;-74,0426833;4,7523892;Localidad Usaquén
116;3;Apartamento en Arriendo;152efc76-66ec-4ddd-809a-c2adfa8fa95f;Estrato 4;Arriendo;2;3;3700000;Apartamento;POINT (-74.0687605 4.739830400000001);NoIdentificado;FALSO;-74,0687605;4,7398304;Localidad Suba
83;1;Apartamento en Arriendo;4f077e0c-dffd-4dca-80a9-47c3060c7b09;Estrato 6;Arriendo;2;2;5300000;Apartamento;POINT (-74.056099976439 4.671110000774);Antiguo country;FALSO;-74,05609998;4,671110001;Localidad Chapinero
248;4;Apartamento en Arriendo;452ee119-b756-4348-a907-0b0edf9cb084;Estrato 6;Arriendo;3;4;6300000;Apartamento;POINT (-74.04894590377809 4.651411734126558);NoIdentificado;FALSO;-74,0489459;4,651411734;Localidad Chapinero
63;3;Apartamento en Arriendo;03820bcd-d985-407a-a995-5e18d8171a7c;Estrato 3;Arriendo;0;2;1650000;Apartamento;POINT (-74.0570611 4.7215907);NoIdentificado;FALSO;-74,0570611;4,7215907;Localidad Suba
65;3;Apartamento en Arriendo;91b66a34-66a7-41d4-887e-72c35a913717;Estrato 3;Arriendo;1;2;2200000;Apartamento;POINT (-74.1307778 4.6517628);El vergel;FALSO;-74,1307778;4,6517628;Localidad Fontibón
150;3;Apartamento en Arriendo;b91d5c85-62f7-4dc6-972f-0a2110d4fd11;Estrato 6;Arriendo;2;3;6000000;Apartamento;POINT (-74.0470411 4.699684599999999);NoIdentificado;FALSO;-74,0470411;4,6996846;Localidad Usaquén
35;1;Apartamento en Arriendo;e6d0f681-7d86-4ff2-87a8-4b84d87ede57;Estrato 4;Arriendo;0;1;1600000;Apartamento;POINT (-74.0691423 4.741128799999999);NoIdentificado;FALSO;-74,0691423;4,7411288;Localidad Suba
34;1;Apartamento en Arriendo;3f0c84f8-cffa-4fbf-8300-6633a1fb8b70;Estrato 3;Arriendo;0;1;1400000;Apartamento;POINT (-74.12345656032714 4.656620816700499);La felicidad;FALSO;-74,12345656;4,656620817;Localidad Fontibón
318;4;Apartamento en Arriendo;18748cf9-d899-4d58-9fea-dd714cadc21a;Estrato 6;Arriendo;2;5;18500000;Apartamento;POINT (-74.045422 4.663905);NoIdentificado;FALSO;-74,045422;4,663905;Localidad Chapinero
24;1;Apartamento en Arriendo;6d597a4a-2e70-478b-856d-fabc9d2d32a5;Estrato 4;Arriendo;0;2;2000000;Apartamento;POINT (-74.05912769999999 4.6439316);NoIdentificado;FALSO;-74,0591277;4,6439316;Localidad Chapinero
94;3;Apartamento en Arriendo;7d2b179f-888e-4466-9559-745bd700aa5b;Estrato 5;Arriendo;2;2;2950000;Apartamento;POINT (-74.06888239999999 4.7013149);Lagos de Cordoba;FALSO;-74,0688824;4,7013149;Localidad Suba
34;1;Apartamento en Arriendo;e5608dc6-99ba-452c-9b0b-879ed07e3ac3;Estrato 2;Arriendo;0;2;1099000;Apartamento;POINT (-74.07257100414725 4.746070817921364);NoIdentificado;FALSO;-74,072571;4,746070818;Localidad Suba
45;2;Apartamento en Arriendo;22947267-7cb8-488c-aca2-daa3bce242d1;Estrato 2;Arriendo;0;1;700000;Apartamento;POINT (-74.1692388563446 4.6250191269932674);Villa nelly;FALSO;-74,16923886;4,625019127;Localidad Kennedy
165;3;Apartamento en Arriendo;9aa22054-cc85-4629-bd14-effebb2483e6;Estrato 6;Arriendo;2;4;3700000;Apartamento;POINT (-74.03798436699992 4.694611469000051);Santa barbara occidental;FALSO;-74,03798437;4,694611469;Localidad Usaquén
80;3;Apartamento en Arriendo;4150b6ec-104c-47b8-9375-8fd5e73cb7a0;Estrato 3;Arriendo;0;2;2800000;Apartamento;POINT (-74.0820165 4.6081387);NoIdentificado;FALSO;-74,0820165;4,6081387;Localidad Los Mártires
32;1;Apartamento en Arriendo;2b31e631-6c02-45f1-ae3d-a4f2cc170513;Estrato 6;Arriendo;0;1;1200000;Apartamento;POINT (-74.0522531 4.6951411);NoIdentificado;FALSO;-74,0522531;4,6951411;Localidad Usaquén
168;2;Apartamento en Arriendo;f3fa1a16-2ae5-4ee8-872f-52eda8e38980;Estrato 6;Arriendo;2;3;5627000;Apartamento;POINT (-74.0487393 4.6614037);NoIdentificado;FALSO;-74,0487393;4,6614037;Localidad Chapinero
217;3;Apartamento en Arriendo;cfc52e53-79cb-43ea-abc3-26f266b7eb6d;Estrato 6;Arriendo;3;4;4200000;Apartamento;POINT (-74.0764901 4.7375843);Casablanca suba;FALSO;-74,0764901;4,7375843;Localidad Suba
140;3;Apartamento en Arriendo;e5255f88-bad9-43f3-a1e1-eb36c911718b;Estrato 4;Arriendo;2;3;5500000;Apartamento;POINT (-74.0614307 4.6422363);Chapinero Alto;FALSO;-74,0614307;4,6422363;Localidad Chapinero
46;3;Apartamento en Arriendo;e0e8f2da-57c5-41b4-8351-c4b73eaa6baa;Estrato 3;Arriendo;0;1;1276000;Apartamento;POINT (-74.146 4.639);NoIdentificado;FALSO;-74,146;4,639;Localidad Kennedy
70;1;Apartamento en Arriendo;9903b06f-f9e6-4a7b-8c19-ce1ade40bac0;Estrato 4;Arriendo;0;1;2100000;Apartamento;POINT (-74.05383970000003 4.7042101);Teusaquillo;FALSO;-74,0538397;4,7042101;Localidad Usaquén
94;2;Apartamento en Arriendo;89513090-6e21-4528-9957-694ed9261382;Estrato 6;Arriendo;1;3;3000000;Apartamento;POINT (-74.0389629 4.695050699999999);San patricio;FALSO;-74,0389629;4,6950507;Localidad Usaquén
75;2;Apartamento en Arriendo;ebfc2999-e5e0-466c-a304-2037245bc1e3;Estrato 6;Arriendo;1;2;2300000;Apartamento;POINT (-74.038 4.694);NoIdentificado;FALSO;-74,038;4,694;Localidad Usaquén
200;3;Apartamento en Arriendo;44255abd-b86b-493b-ba7c-46f50874acaa;Estrato 6;Arriendo;2;5;9800000;Apartamento;POINT (-74.048 4.667);NoIdentificado;FALSO;-74,048;4,667;Localidad Chapinero
118;2;Apartamento en Arriendo;8724f847-7c5a-498b-bb31-0829580945af;Estrato 6;Arriendo;2;2;6500000;Apartamento;POINT (-74.057 4.681);NoIdentificado;FALSO;-74,057;4,681;Localidad Chapinero
318;4;Apartamento en Arriendo;8569cff2-d5b6-4173-bc82-5cb3fe33a2d7;Estrato 6;Arriendo;3;4;9800000;Apartamento;POINT (-74.0434746 4.6677701);El refugio;FALSO;-74,0434746;4,6677701;Localidad Chapinero
125;3;Apartamento en Arriendo;e8bff2f3-1ec6-403b-8e03-8e78087a2c9e;Estrato 6;Arriendo;0;2;4600000;Apartamento;POINT (-74.0511823 4.655526399999999);NoIdentificado;FALSO;-74,0511823;4,6555264;Localidad Chapinero
42;2;Apartamento en Arriendo;82491ec7-67c1-492d-8766-4d53a39c7643;Estrato 3;Arriendo;0;1;1000000;Apartamento;POINT (-74.11568940000001 4.6257828);NoIdentificado;FALSO;-74,1156894;4,6257828;Localidad Puente Aranda
380;4;Apartamento en Arriendo;8e14257a-027a-4a45-be3c-aa03af1e9f89;Estrato 6;Arriendo;2;5;20000000;Apartamento;POINT (-74.0449445 4.6693067);NoIdentificado;FALSO;-74,0449445;4,6693067;Localidad Chapinero
160;3;Apartamento en Arriendo;cb584aeb-e623-4f79-bc0f-ca08406f66a6;Estrato 6;Arriendo;2;3;7000000;Apartamento;POINT (-74.0394438 4.694096399999999);NoIdentificado;FALSO;-74,0394438;4,6940964;Localidad Usaquén
99;3;Apartamento en Arriendo;b0962189-1fc0-44cf-a6dd-8bf183d78e7c;Estrato 4;Arriendo;2;3;2200000;Apartamento;POINT (-74.04 4.749);NoIdentificado;FALSO;-74,04;4,749;Localidad Usaquén
83;2;Apartamento en Arriendo;8f07aa56-13d9-4d39-9082-4c4b59421af3;Estrato 4;Arriendo;1;3;2322000;Apartamento;POINT (-74.02831739999999 4.7238722);NoIdentificado;FALSO;-74,0283174;4,7238722;Localidad Usaquén
117;2;Apartamento en Arriendo;de2ac3da-66eb-43e9-89a7-603cc9fd98c1;Estrato 6;Arriendo;2;3;5000000;Apartamento;POINT (-74.04286429999999 4.6930751);Santa Paula;FALSO;-74,0428643;4,6930751;Localidad Usaquén
58;2;Apartamento en Arriendo;521b0242-1f95-4bfb-a66a-9cc75a30539c;Estrato 4;Arriendo;0;2;2340000;Apartamento;POINT (-74.0591712 4.740933399999999);NoIdentificado;FALSO;-74,0591712;4,7409334;Localidad Suba
37;1;Apartamento en Arriendo;a701fe6b-7b66-4b88-b8cf-985cf3bec3ff;Estrato 4;Arriendo;0;2;1917000;Apartamento;POINT (-74.06610250000001 4.6293112);NoIdentificado;FALSO;-74,0661025;4,6293112;Localidad Chapinero
70;2;Apartamento en Arriendo;b5572398-e877-4762-9ccb-ee912193023a;Estrato 5;Arriendo;0;1;2000000;Apartamento;POINT (-74.04615869999999 4.7199502);Los cedros;FALSO;-74,0461587;4,7199502;Localidad Usaquén
35;1;Apartamento en Arriendo;8848e4e3-8b0d-4700-a231-fd2273b9cb70;Estrato 6;Arriendo;0;2;2900000;Apartamento;POINT (-74.0454117 4.6754546);NoIdentificado;FALSO;-74,0454117;4,6754546;Localidad Chapinero
170;3;Apartamento en Arriendo;cbfb2834-f649-4497-8b4b-0dfe328f5ff2;Estrato 5;Arriendo;3;3;9500000;Apartamento;POINT (-74.0576386693115 4.676017686252688);NoIdentificado;FALSO;-74,05763867;4,676017686;Localidad Chapinero
298;3;Apartamento en Arriendo;fbadf7f3-e433-42a4-b2e6-de56ee8db92c;Estrato 6;Arriendo;0;5;12800000;Apartamento;POINT (-74.0511137 4.6636792);NoIdentificado;FALSO;-74,0511137;4,6636792;Localidad Chapinero
60;3;Apartamento en Arriendo;e8ab9cfc-f6b1-481e-a5d1-868c003fbb96;Estrato 4;Arriendo;1;2;1850000;Apartamento;POINT (-74.0816967 4.6627695);Ciudad salitre;FALSO;-74,0816967;4,6627695;Localidad Barrios Unidos
112;3;Apartamento en Arriendo;495398c9-56a7-4556-8933-bfeeaae422b4;Estrato 4;Arriendo;0;2;2944000;Apartamento;POINT (-74.1262741 4.7234018);NoIdentificado;FALSO;-74,1262741;4,7234018;Localidad Engativá
120;3;Apartamento en Arriendo;638e586e-689f-448d-a81e-c969e8d1d601;Estrato 5;Arriendo;1;2;3500000;Apartamento;POINT (-74.0581155 4.6888974);Pasadena;FALSO;-74,0581155;4,6888974;Localidad Suba
243;5;Apartamento en Arriendo;0b624ed3-692d-425b-8f76-56dedbfe3c03;Estrato 6;Arriendo;4;4;10899999;Apartamento;POINT (-74.0261105 4.7180718);NoIdentificado;FALSO;-74,0261105;4,7180718;Localidad Usaquén
59;2;Apartamento en Arriendo;459a586a-8b43-46e3-ba72-864ee3a7d258;Estrato 3;Arriendo;1;2;1800000;Apartamento;POINT (-74.1316314 4.6504613);NoIdentificado;FALSO;-74,1316314;4,6504613;Localidad Fontibón
191;3;Apartamento en Arriendo;6b3de1d4-d5fb-49ee-9ea8-5688d4a298cf;Estrato 4;Arriendo;2;4;8300000;Apartamento;POINT (-74.063 4.636);Chapinero Alto;FALSO;-74,063;4,636;Localidad Chapinero
70;3;Apartamento en Arriendo;3125f529-4f6a-43bd-b8a9-e74ccc69a01e;Estrato 3;Arriendo;1;2;2000000;Apartamento;POINT (-74.09344949999999 4.690440499999999);Santa Maria del Lago;FALSO;-74,0934495;4,6904405;Localidad Engativá
90;3;Apartamento en Arriendo;e351acea-6bee-4601-8bca-5228d100e0bc;Estrato 4;Arriendo;1;2;3000000;Apartamento;POINT (-74.0567804 4.738752799999999);Mazuren;FALSO;-74,0567804;4,7387528;Localidad Suba
360;3;Apartamento en Arriendo;919b6f15-2fd5-4a46-a9b0-1f5df77e077b;Estrato 6;Arriendo;3;3;20000000;Apartamento;POINT (-74.05117179999999 4.6703848);La cabrera;FALSO;-74,0511718;4,6703848;Localidad Chapinero
66;3;Apartamento en Arriendo;ecf999f6-c5db-423e-9366-a7659ebceff8;Estrato 2;Arriendo;0;1;850000;Apartamento;POINT (-74.1128113 4.5463549);NoIdentificado;FALSO;-74,1128113;4,5463549;Localidad Rafael Uribe Uribe
190;3;Apartamento en Arriendo;7f0afa27-dab6-40c4-9d8f-eaf2a60317d6;Estrato 6;Arriendo;2;3;11500000;Apartamento;POINT (-74.0487393 4.6614037);Los rosales;FALSO;-74,0487393;4,6614037;Localidad Chapinero
90;3;Apartamento en Arriendo;33182d6c-8f2d-47d8-afac-67225771ed62;Estrato 4;Arriendo;1;3;3200000;Apartamento;POINT (-74.1192102 4.660664500000001);NoIdentificado;FALSO;-74,1192102;4,6606645;Localidad Fontibón
58;1;Apartamento en Arriendo;07673f76-4f66-40ed-b585-6facf52ab679;Estrato 5;Arriendo;1;2;2950000;Apartamento;POINT (-74.0472733 4.6609778);NoIdentificado;FALSO;-74,0472733;4,6609778;Localidad Chapinero
101;2;Apartamento en Arriendo;e8fe1cb0-f97b-430c-a506-c45b90ec2625;Estrato 6;Arriendo;2;3;6000000;Apartamento;POINT (-74.050209199071 4.6931029856283);Usaquen;FALSO;-74,0502092;4,693102986;Localidad Usaquén
101;3;Apartamento en Arriendo;3c14b2be-f1a6-40c5-bdf5-150a139126ae;Estrato 6;Arriendo;0;2;3000000;Apartamento;POINT (-74.04695319999999 4.6644496);NoIdentificado;FALSO;-74,0469532;4,6644496;Localidad Chapinero
211;3;Apartamento en Arriendo;dcdea59a-d493-4ae8-8da4-6302d5bf18d6;Estrato 6;Arriendo;2;5;8300000;Apartamento;POINT (-74.028 4.709);NoIdentificado;FALSO;-74,028;4,709;Localidad Usaquén
50;2;Apartamento en Arriendo;1a728c90-e255-4259-a2af-5ec7ef277864;Estrato 3;Arriendo;1;1;1200000;Apartamento;POINT (-74.142144492773 4.672214100053);Fontibon;FALSO;-74,14214449;4,6722141;Localidad Fontibón
371;4;Apartamento en Arriendo;fe0a2425-a6af-4342-9ddc-59c378ae7c32;Estrato 6;Arriendo;4;5;15000000;Apartamento;POINT (-74.047936 4.660703);NoIdentificado;FALSO;-74,047936;4,660703;Localidad Chapinero
93;3;Apartamento en Arriendo;11b8cbbb-37dd-42a5-8814-94bbf4d91e60;Estrato 4;Arriendo;2;3;2600000;Apartamento;POINT (-74.1322191 4.724558);Gran granada;FALSO;-74,1322191;4,724558;Localidad Engativá
240;3;Apartamento en Arriendo;506d6c92-2135-464f-909f-c65524758e3b;Estrato 6;Arriendo;3;3;7600000;Apartamento;POINT (-74.0552684 4.6548153);Zona chapinero;FALSO;-74,0552684;4,6548153;Localidad Chapinero
90;3;Apartamento en Arriendo;1a15fb4e-9eb3-4220-bf19-6ce225daa6af;Estrato 4;Arriendo;1;2;2900000;Apartamento;POINT (-74.0364563 4.6969499);Usaquen;FALSO;-74,0364563;4,6969499;Localidad Usaquén
56;1;Apartamento en Arriendo;caf6a361-30b4-4207-8f23-469542cf3385;Estrato 4;Arriendo;0;2;2900000;Apartamento;POINT (-74.0426177 4.677717599999999);NoIdentificado;FALSO;-74,0426177;4,6777176;Localidad Chapinero
60;3;Apartamento en Arriendo;e8b5cd6c-39da-4dca-b779-19f032932cdd;Estrato 3;Arriendo;0;1;1000000;Apartamento;POINT (-74.1723595 4.614236500000001);Arborete;FALSO;-74,1723595;4,6142365;Localidad Kennedy
116;2;Apartamento en Arriendo;214a41e8-01b5-41c0-b2b5-7ba54703b821;Estrato 5;Arriendo;0;2;3400000;Apartamento;POINT (-74.06996029999999 4.7312571);NoIdentificado;FALSO;-74,0699603;4,7312571;Localidad Suba
327;4;Apartamento en Arriendo;1ae15a79-84a7-4ce9-a69b-840cbc6e64e6;Estrato 6;Arriendo;6;5;15000000;Apartamento;POINT (-74.0455724 4.667059099999999);El refugio;FALSO;-74,0455724;4,6670591;Localidad Chapinero
26;1;Apartamento en Arriendo;3a790ee7-1dce-49b4-8368-9ff90476da3b;Estrato 4;Arriendo;0;2;2100000;Apartamento;POINT (-74.05912769999999 4.6439316);NoIdentificado;FALSO;-74,0591277;4,6439316;Localidad Chapinero
155;3;Apartamento en Arriendo;d1061bca-64f8-4b70-b3d3-5126baaf565b;Estrato 6;Arriendo;0;2;5220000;Apartamento;POINT (-74.0358535 4.6957455);NoIdentificado;FALSO;-74,0358535;4,6957455;Localidad Usaquén
75;3;Apartamento en Arriendo;0e7b74cb-0ed2-4f9a-8615-c19ccdbc8ac1;Estrato 3;Arriendo;0;2;2800000;Apartamento;POINT (-74.0666546 4.6623804);NoIdentificado;FALSO;-74,0666546;4,6623804;Localidad Barrios Unidos
43;3;Apartamento en Arriendo;c277acfa-acfd-4f7a-9900-e7fc868cd6aa;Estrato 3;Arriendo;0;1;850000;Apartamento;POINT (-74.1755798 4.6291102);NoIdentificado;FALSO;-74,1755798;4,6291102;Localidad Kennedy
62;3;Apartamento en Arriendo;e456c111-b607-4b90-81d8-8e84f8250ea4;Estrato 3;Arriendo;0;2;1000000;Apartamento;POINT (-74.1661601 4.5908669);NoIdentificado;FALSO;-74,1661601;4,5908669;Localidad Ciudad Bolivar
240;3;Apartamento en Arriendo;a5277d0f-0005-46ee-babf-dc9c141abed0;Estrato 6;Arriendo;3;5;10900000;Apartamento;POINT (-74.0509708 4.6525756);Los rosales;FALSO;-74,0509708;4,6525756;Localidad Chapinero
82;3;Apartamento en Arriendo;ca9d5c43-88a2-4b16-91d5-b70057662956;Estrato 4;Arriendo;0;2;2550000;Apartamento;POINT (-74.0835951 4.6959151);NoIdentificado;FALSO;-74,0835951;4,6959151;Localidad Suba
45;1;Apartamento en Arriendo;967aba21-145f-4657-ba0c-f4e95f504d3c;Estrato 6;Arriendo;2;2;4000000;Apartamento;POINT (-74.0541576 4.677991699999999);NoIdentificado;FALSO;-74,0541576;4,6779917;Localidad Chapinero
123;4;Apartamento en Arriendo;8dee9d1a-dace-4881-a58b-1ad631c35a94;Estrato 4;Arriendo;0;2;3158086;Apartamento;POINT (-74.0586698 4.6609211);NoIdentificado;FALSO;-74,0586698;4,6609211;Localidad Chapinero
22;1;Apartamento en Arriendo;7719e46b-4d5f-451e-842e-898ce382c426;Estrato 4;Arriendo;0;2;1800000;Apartamento;POINT (-74.0625199 4.6461678);NoIdentificado;FALSO;-74,0625199;4,6461678;Localidad Chapinero
52;3;Apartamento en Arriendo;d7afeeec-d5be-4ed8-96fa-683b4a3a3d15;Estrato 3;Arriendo;0;1;908000;Apartamento;POINT (-74.1525504 4.6294708);NoIdentificado;FALSO;-74,1525504;4,6294708;Localidad Kennedy
41;2;Apartamento en Arriendo;90ff65a1-5ac2-475a-87bc-e982f5f76729;Estrato 3;Arriendo;0;1;950000;Apartamento;POINT (-74.10173189999999 4.758742199999999);Suba Compartir;FALSO;-74,1017319;4,7587422;Localidad Suba
50;2;Apartamento en Arriendo;8aa0a768-44bb-419b-8237-5a2db7a01d08;Estrato 3;Arriendo;0;1;1300000;Apartamento;POINT (-74.0660831 4.6617926);NoIdentificado;FALSO;-74,0660831;4,6617926;Localidad Barrios Unidos
41;2;Apartamento en Arriendo;fdc5b332-01b0-43f9-9c4a-b03324bd77ad;Estrato 2;Arriendo;0;1;740000;Apartamento;POINT (-74.1630512 4.6528497);Kennedy;FALSO;-74,1630512;4,6528497;Localidad Kennedy
120;3;Apartamento en Arriendo;03392c33-c4df-4fd2-8fab-a4749c648780;Estrato 3;Arriendo;0;2;1900000;Apartamento;POINT (-74.0875448 4.7423036);NoIdentificado;FALSO;-74,0875448;4,7423036;Localidad Suba
58;3;Apartamento en Arriendo;08c4be5c-2bfa-4df3-8c55-8ca5c1a77e7d;Estrato 3;Arriendo;0;2;900000;Apartamento;POINT (-74.04018236511229 4.75843865401909);San Antonio Norte;FALSO;-74,04018237;4,758438654;Localidad Usaquén
117;2;Apartamento en Arriendo;dc330993-f1d9-416f-a4d8-253abd175872;Estrato 6;Arriendo;3;3;7000000;Apartamento;POINT (-74.05101079553981 4.680299362178019);NoIdentificado;FALSO;-74,0510108;4,680299362;Localidad Chapinero
74;2;Apartamento en Arriendo;b96c8fe8-0250-4586-962c-82cf595e4feb;Estrato 5;Arriendo;0;2;2489000;Apartamento;POINT (-74.0819985 4.6512881);NoIdentificado;FALSO;-74,0819985;4,6512881;Localidad Teusaquillo
48;2;Apartamento en Arriendo;8187eb58-51a4-44bd-85c9-c72839d68a11;Estrato 3;Arriendo;0;1;1106000;Apartamento;POINT (-74.0357433 4.7589857);San Antonio Norte;FALSO;-74,0357433;4,7589857;Localidad Usaquén
300;4;Apartamento en Arriendo;ef01514a-8845-4bba-8cc8-fc917477319c;Estrato 5;Arriendo;0;2;5850000;Apartamento;POINT (-74.0226843 4.7230046);NoIdentificado;FALSO;-74,0226843;4,7230046;Localidad Usaquén
83;1;Apartamento en Arriendo;f1bcd685-cd1e-461a-beea-66b63d95c361;Estrato 6;Arriendo;2;2;5250000;Apartamento;POINT (-74.0442215082338 4.677229277630701);NoIdentificado;FALSO;-74,04422151;4,677229278;Localidad Chapinero
115;2;Apartamento en Arriendo;a0c0bd96-7549-4738-963e-5f9201acc5f6;Estrato 6;Arriendo;2;3;6800000;Apartamento;POINT (-74.04802322387731 4.692409419224864);Usaquen;FALSO;-74,04802322;4,692409419;Localidad Usaquén
220;3;Apartamento en Arriendo;7083d125-206b-45ff-9f2f-a2ed1f05ba2d;Estrato 5;Arriendo;3;5;7326000;Apartamento;POINT (-74.0252154 4.7206058);Usaquen;FALSO;-74,0252154;4,7206058;Localidad Usaquén
97;3;Apartamento en Arriendo;c4b598f9-8553-49e8-88d6-ba93213fd1a3;Estrato 5;Arriendo;2;2;3250000;Apartamento;POINT (-74.0629986 4.688034600000001);NoIdentificado;FALSO;-74,0629986;4,6880346;Localidad Barrios Unidos
